tag	name	text	class	description	position (top-left x&y)	size (w&h)
menu item	Mebibytes	Mebibytes			(-2147483648, -2147483648)	(1, 1)
menu item	Gigabits	Gigabits			(-2147483648, -2147483648)	(1, 1)
menu item	Gigabytes	Gigabytes			(-2147483648, -2147483648)	(1, 1)
menu item	Gibibits	Gibibits			(-2147483648, -2147483648)	(1, 1)
menu item	Gibibytes	Gibibytes			(-2147483648, -2147483648)	(1, 1)
menu item	Terabits	Terabits			(-2147483648, -2147483648)	(1, 1)
menu item	Terabytes	Terabytes			(-2147483648, -2147483648)	(1, 1)
menu item	Tebibits	Tebibits			(-2147483648, -2147483648)	(1, 1)
menu item	Tebibytes	Tebibytes			(-2147483648, -2147483648)	(1, 1)
menu item	Petabits	Petabits			(-2147483648, -2147483648)	(1, 1)
menu item	Petabytes	Petabytes			(-2147483648, -2147483648)	(1, 1)
menu item	Pebibits	Pebibits			(-2147483648, -2147483648)	(1, 1)
menu item	Pebibytes	Pebibytes			(-2147483648, -2147483648)	(1, 1)
menu item	Exabits	Exabits			(-2147483648, -2147483648)	(1, 1)
menu item	Exabytes	Exabytes			(-2147483648, -2147483648)	(1, 1)
menu item	Exbibits	Exbibits			(-2147483648, -2147483648)	(1, 1)
menu item	Exbibytes	Exbibytes			(-2147483648, -2147483648)	(1, 1)
menu item	Zettabits	Zettabits			(-2147483648, -2147483648)	(1, 1)
menu item	Zettabytes	Zettabytes			(-2147483648, -2147483648)	(1, 1)
menu item	Zebibits	Zebibits			(-2147483648, -2147483648)	(1, 1)
menu item	Zebibytes	Zebibytes			(-2147483648, -2147483648)	(1, 1)
menu item	Yottabits	Yottabits			(-2147483648, -2147483648)	(1, 1)
menu item	Yottabytes	Yottabytes			(-2147483648, -2147483648)	(1, 1)
menu item	Yobibits	Yobibits			(-2147483648, -2147483648)	(1, 1)
menu item	Yobibytes	Yobibytes			(-2147483648, -2147483648)	(1, 1)
menu item	Algerian Dinar	Algerian Dinar			(-2147483648, -2147483648)	(1, 1)
menu item	Australian Dollar	Australian Dollar			(-2147483648, -2147483648)	(1, 1)
menu item	Bahraini Dinar	Bahraini Dinar			(-2147483648, -2147483648)	(1, 1)
menu item	Bangladeshi Taka	Bangladeshi Taka			(-2147483648, -2147483648)	(1, 1)
menu item	Botswana Pula	Botswana Pula			(-2147483648, -2147483648)	(1, 1)
menu item	Brazilian Real	Brazilian Real			(-2147483648, -2147483648)	(1, 1)
menu item	British Pound Sterling	British Pound Sterling			(-2147483648, -2147483648)	(1, 1)
menu item	Brunei Dollar	Brunei Dollar			(-2147483648, -2147483648)	(1, 1)
menu item	Bulgarian Lev	Bulgarian Lev			(-2147483648, -2147483648)	(1, 1)
menu item	Canadian Dollar	Canadian Dollar			(-2147483648, -2147483648)	(1, 1)
menu item	CFA Franc	CFA Franc			(-2147483648, -2147483648)	(1, 1)
menu item	Chilean Peso	Chilean Peso			(-2147483648, -2147483648)	(1, 1)
menu item	Chinese Yuan	Chinese Yuan			(-2147483648, -2147483648)	(1, 1)
menu item	Colombian Peso	Colombian Peso			(-2147483648, -2147483648)	(1, 1)
menu item	Croatian Kuna	Croatian Kuna			(-2147483648, -2147483648)	(1, 1)
menu item	Czech Koruna	Czech Koruna			(-2147483648, -2147483648)	(1, 1)
menu item	Danish Krone	Danish Krone			(-2147483648, -2147483648)	(1, 1)
menu item	Estonian Kroon	Estonian Kroon			(-2147483648, -2147483648)	(1, 1)
menu item	Euro	Euro			(-2147483648, -2147483648)	(1, 1)
menu item	Hong Kong Dollar	Hong Kong Dollar			(-2147483648, -2147483648)	(1, 1)
menu item	Hungarian Forint	Hungarian Forint			(-2147483648, -2147483648)	(1, 1)
menu item	Icelandic Krona	Icelandic Krona			(-2147483648, -2147483648)	(1, 1)
menu item	Indian Rupee	Indian Rupee			(-2147483648, -2147483648)	(1, 1)
menu item	Indonesian Rupiah	Indonesian Rupiah			(-2147483648, -2147483648)	(1, 1)
menu item	Iranian Rial	Iranian Rial			(-2147483648, -2147483648)	(1, 1)
menu item	Israeli New Shekel	Israeli New Shekel			(-2147483648, -2147483648)	(1, 1)
menu item	Japanese Yen	Japanese Yen			(-2147483648, -2147483648)	(1, 1)
menu item	Kazakhstani Tenge	Kazakhstani Tenge			(-2147483648, -2147483648)	(1, 1)
menu item	Kuwaiti Dinar	Kuwaiti Dinar			(-2147483648, -2147483648)	(1, 1)
menu item	Libyan Dinar	Libyan Dinar			(-2147483648, -2147483648)	(1, 1)
menu item	Malaysian Ringgit	Malaysian Ringgit			(-2147483648, -2147483648)	(1, 1)
menu item	Mauritian Rupee	Mauritian Rupee			(-2147483648, -2147483648)	(1, 1)
menu item	Mexican Peso	Mexican Peso			(-2147483648, -2147483648)	(1, 1)
menu item	Nepalese Rupee	Nepalese Rupee			(-2147483648, -2147483648)	(1, 1)
menu item	New Romanian Leu	New Romanian Leu			(-2147483648, -2147483648)	(1, 1)
menu item	New Zealand Dollar	New Zealand Dollar			(-2147483648, -2147483648)	(1, 1)
menu item	Norwegian Krone	Norwegian Krone			(-2147483648, -2147483648)	(1, 1)
menu item	Omani Rial	Omani Rial			(-2147483648, -2147483648)	(1, 1)
menu item	Pakistani Rupee	Pakistani Rupee			(-2147483648, -2147483648)	(1, 1)
menu item	Peruvian Nuevo Sol	Peruvian Nuevo Sol			(-2147483648, -2147483648)	(1, 1)
menu item	Philippine Peso	Philippine Peso			(-2147483648, -2147483648)	(1, 1)
menu item	Polish Zloty	Polish Zloty			(-2147483648, -2147483648)	(1, 1)
menu item	Qatari Riyal	Qatari Riyal			(-2147483648, -2147483648)	(1, 1)
menu item	Russian Rouble	Russian Rouble			(-2147483648, -2147483648)	(1, 1)
menu item	Saudi Riyal	Saudi Riyal			(-2147483648, -2147483648)	(1, 1)
menu item	Serbian Dinar	Serbian Dinar			(-2147483648, -2147483648)	(1, 1)
menu item	Singapore Dollar	Singapore Dollar			(-2147483648, -2147483648)	(1, 1)
menu item	South African Rand	South African Rand			(-2147483648, -2147483648)	(1, 1)
menu item	South Korean Won	South Korean Won			(-2147483648, -2147483648)	(1, 1)
menu item	Sri Lankan Rupee	Sri Lankan Rupee			(-2147483648, -2147483648)	(1, 1)
menu item	Swedish Krona	Swedish Krona			(-2147483648, -2147483648)	(1, 1)
menu item	Swiss Franc	Swiss Franc			(-2147483648, -2147483648)	(1, 1)
menu item	Thai Baht	Thai Baht			(-2147483648, -2147483648)	(1, 1)
menu item	T&T Dollar (TTD)	T&T Dollar (TTD)			(-2147483648, -2147483648)	(1, 1)
menu item	Tunisian Dinar	Tunisian Dinar			(-2147483648, -2147483648)	(1, 1)
menu item	Turkish Lira	Turkish Lira			(-2147483648, -2147483648)	(1, 1)
menu item	UAE Dirham	UAE Dirham			(-2147483648, -2147483648)	(1, 1)
menu item	Uruguayan Peso	Uruguayan Peso			(-2147483648, -2147483648)	(1, 1)
menu item	US Dollar	US Dollar			(-2147483648, -2147483648)	(1, 1)
menu item	Venezuelan Bolívar	Venezuelan Bolívar			(-2147483648, -2147483648)	(1, 1)
push button	 to 	 to 			(-2147483648, -2147483648)	(1, 1)
combo box	Radians	Radians			(-2147483648, -2147483648)	(1, 1)
menu item	Degrees	Degrees			(-2147483648, -2147483648)	(1, 1)
menu item	Radians	Radians			(-2147483648, -2147483648)	(1, 1)
menu item	Gradians	Gradians			(-2147483648, -2147483648)	(1, 1)
push button	⇆	⇆		Switch conversion units	(-2147483648, -2147483648)	(1, 1)
label	7 degrees	7 degrees			(-2147483648, -2147483648)	(1, 1)
label	=	=			(-2147483648, -2147483648)	(1, 1)
label	0,1222 radians	0,1222 radians			(-2147483648, -2147483648)	(1, 1)
label	7 degrees	7 degrees			(-2147483648, -2147483648)	(1, 1)
label	=	=			(-2147483648, -2147483648)	(1, 1)
label	0,1222 radians	0,1222 radians			(-2147483648, -2147483648)	(1, 1)
toggle button					(-2147483648, -2147483648)	(1, 1)
radio button	Basic	Basic			(-2147483648, -2147483648)	(126, 26)
radio button	Advanced	Advanced			(-2147483648, -2147483648)	(126, 26)
radio button	Financial	Financial			(-2147483648, -2147483648)	(126, 26)
radio button	Programming	Programming			(-2147483648, -2147483648)	(126, 26)
radio button	Keyboard	Keyboard			(-2147483648, -2147483648)	(126, 26)
push button	New Window	New Window			(-2147483648, -2147483648)	(1, 1)
push button	Number format	Number format			(-2147483648, -2147483648)	(1, 1)
radio button	Automatic	Automatic			(-2147483648, -2147483648)	(1, 1)
radio button	Fixed	Fixed			(-2147483648, -2147483648)	(1, 1)
radio button	Scientific	Scientific			(-2147483648, -2147483648)	(1, 1)
radio button	Engineering	Engineering			(-2147483648, -2147483648)	(1, 1)
push button	Preferences	Preferences			(-2147483648, -2147483648)	(1, 1)
push button	Keyboard Shortcuts	Keyboard Shortcuts			(-2147483648, -2147483648)	(1, 1)
push button	Help	Help			(-2147483648, -2147483648)	(1, 1)
push button	About Calculator	About Calculator			(-2147483648, -2147483648)	(1, 1)
push button	1 place	1 place			(-2147483648, -2147483648)	(1, 1)
push button	2 places	2 places			(-2147483648, -2147483648)	(1, 1)
push button	3 places	3 places			(-2147483648, -2147483648)	(1, 1)
push button	4 places	4 places			(-2147483648, -2147483648)	(1, 1)
push button	5 places	5 places			(-2147483648, -2147483648)	(1, 1)
push button	6 places	6 places			(-2147483648, -2147483648)	(1, 1)
push button	7 places	7 places			(-2147483648, -2147483648)	(1, 1)
push button	8 places	8 places			(-2147483648, -2147483648)	(1, 1)
push button	9 places	9 places			(-2147483648, -2147483648)	(1, 1)
push button	10 places	10 places			(-2147483648, -2147483648)	(1, 1)
push button	11 places	11 places			(-2147483648, -2147483648)	(1, 1)
push button	12 places	12 places			(-2147483648, -2147483648)	(1, 1)
push button	13 places	13 places			(-2147483648, -2147483648)	(1, 1)
push button	14 places	14 places			(-2147483648, -2147483648)	(1, 1)
push button	15 places	15 places			(-2147483648, -2147483648)	(1, 1)
push button	1 place	1 place			(-2147483648, -2147483648)	(1, 1)
push button	2 places	2 places			(-2147483648, -2147483648)	(1, 1)
push button	3 places	3 places			(-2147483648, -2147483648)	(1, 1)
push button	4 places	4 places			(-2147483648, -2147483648)	(1, 1)
push button	5 places	5 places			(-2147483648, -2147483648)	(1, 1)
push button	6 places	6 places			(-2147483648, -2147483648)	(1, 1)
push button	7 places	7 places			(-2147483648, -2147483648)	(1, 1)
push button	8 places	8 places			(-2147483648, -2147483648)	(1, 1)
push button	9 places	9 places			(-2147483648, -2147483648)	(1, 1)
push button	10 places	10 places			(-2147483648, -2147483648)	(1, 1)
push button	11 places	11 places			(-2147483648, -2147483648)	(1, 1)
push button	12 places	12 places			(-2147483648, -2147483648)	(1, 1)
push button	13 places	13 places			(-2147483648, -2147483648)	(1, 1)
push button	14 places	14 places			(-2147483648, -2147483648)	(1, 1)
push button	15 places	15 places			(-2147483648, -2147483648)	(1, 1)
push button	64-bit	64-bit			(-2147483648, -2147483648)	(1, 1)
push button	32-bit	32-bit			(-2147483648, -2147483648)	(1, 1)
push button	16-bit	16-bit			(-2147483648, -2147483648)	(1, 1)
push button	8-bit	8-bit			(-2147483648, -2147483648)	(1, 1)
label	_ = 7	_ = 7			(-2147483648, -2147483648)	(1, 1)
label	rand	rand			(-2147483648, -2147483648)	(1, 1)
text					(-2147483648, -2147483648)	(1, 1)
push button				Store value into existing or new variable	(-2147483648, -2147483648)	(1, 1)
