tag	name	text	class	description	position (top-left x&y)	size (w&h)
label	3 degrees	3 degrees			(-2147483648, -2147483648)	(1, 1)
label	=	=			(-2147483648, -2147483648)	(1, 1)
label	0,0524 radians	0,0524 radians			(-2147483648, -2147483648)	(1, 1)
toggle button					(-2147483648, -2147483648)	(1, 1)
radio button	Basic	Basic			(-2147483648, -2147483648)	(1, 1)
radio button	Advanced	Advanced			(-2147483648, -2147483648)	(1, 1)
radio button	Financial	Financial			(-2147483648, -2147483648)	(1, 1)
radio button	Programming	Programming			(-2147483648, -2147483648)	(1, 1)
radio button	Keyboard	Keyboard			(-2147483648, -2147483648)	(1, 1)
push button	New Window	New Window			(-2147483648, -2147483648)	(1, 1)
push button	Number format	Number format			(-2147483648, -2147483648)	(1, 1)
radio button	Automatic	Automatic			(-2147483648, -2147483648)	(1, 1)
radio button	Fixed	Fixed			(-2147483648, -2147483648)	(1, 1)
radio button	Scientific	Scientific			(-2147483648, -2147483648)	(1, 1)
radio button	Engineering	Engineering			(-2147483648, -2147483648)	(1, 1)
push button	Preferences	Preferences			(-2147483648, -2147483648)	(1, 1)
push button	Keyboard Shortcuts	Keyboard Shortcuts			(-2147483648, -2147483648)	(1, 1)
push button	Help	Help			(-2147483648, -2147483648)	(1, 1)
push button	About Calculator	About Calculator			(-2147483648, -2147483648)	(1, 1)
